(PDH-CSV 4.0) (India Standard Time)(-330),Available MBytes,Processor Time,KBytes Total,HighCPU,HighRAM,NoNetwork
12:19.4,346,9.473348853,31.09425317,0,1,0
12:20.4,346,2.6753046,18.05431664,0,1,0
12:21.4,343,2.770395191,101.9841785,0,1,0
12:22.4,342,13.92959766,25.16649295,0,1,0
12:23.4,342,4.525750305,15.881131,0,1,0
12:24.4,335,7.25358858,25.13290244,0,1,0
12:25.4,334,1.805988049,26.79190468,0,1,0
12:26.4,333,3.260032006,29.08939041,0,1,0
12:27.4,329,5.147594869,44.83234066,0,1,0
12:28.4,327,1.416715454,22.4440668,0,1,0
12:29.4,324,22.91822636,76.57531308,0,1,0
12:30.4,324,10.37110519,27.20052439,0,1,0
12:31.4,325,6.098973054,15.13286928,0,1,0
12:32.4,324,13.05434782,37.24854982,0,1,0
12:33.4,323,5.976603687,168.2622696,0,1,0
12:34.4,322,7.198586895,29.65456122,0,1,0
12:35.4,321,6.163538871,98.1133311,0,1,0
12:36.4,318,9.73991579,89.59837766,0,1,0
12:37.4,317,4.224761453,68.60147545,0,1,0
12:38.4,2272,21.98389678,21.71148273,0,0,0
12:39.4,2272,16.27158932,112.212846,0,0,0
12:40.4,2272,10.42882533,236.6118701,0,0,0
12:41.4,2265,19.01036175,44.1842258,0,0,0
12:42.4,2264,8.446503744,92.16928395,0,0,0
19:45.0,1928,30.72505125,1.337116214,0,0,0
19:46.0,1911,42.90374747,1.451292717,0,0,0
19:47.0,1897,49.25399352,1.242466383,0,0,0
19:48.0,1890,50.91094113,1.191945199,0,0,0
19:49.0,1880,51.35109261,1.694937853,0,0,0
19:50.0,1873,51.3526414,1.477634437,0,0,0
19:51.0,1863,51.45032685,3.540488798,0,0,0
19:52.0,1856,53.11060076,2.552047495,0,0,0
19:53.0,1843,51.54762079,2.066683617,0,0,0
19:54.0,1822,52.66114185,0.843441939,0,0,0
19:55.0,1813,52.81441856,1.75292042,0,0,0
19:56.0,1794,50.7210274,2.477728642,0,0,0
19:57.0,1783,51.25456454,1.029346495,0,0,0
19:58.0,1772,52.08907105,1.231252475,0,0,0
19:59.0,1753,50.96267818,1.805993609,0,0,0
20:00.0,1689,52.90860136,1.581797745,0,0,0
20:01.0,1650,50.91093106,5.397271943,0,0,0
20:02.0,1610,52.6611518,5.666804091,0,0,0
20:03.0,1577,50.61768195,6.448502709,0,0,0
20:04.0,1514,51.44876947,5.6939937,0,0,0
20:05.0,1432,51.05879974,5.46334861,0,0,0
20:06.0,1390,50.43164998,1.332459658,0,0,0
20:07.0,1423,53.11060076,1.95802747,0,0,0
20:08.0,1415,51.49902262,0.814964605,0,0,0
20:09.0,1417,52.47197558,0.798013089,0,0,0
20:10.0,1414,51.84186401,1.035416578,0,0,0
20:11.0,1291,53.14241168,0.812682193,0,0,0
20:12.0,1283,56.58458011,2.079303889,0,0,0
20:13.0,1216,55.49966525,2.25226108,0,0,0
20:14.0,1184,46.25251761,1.703592874,0,0,0
20:15.0,1186,50.81890024,1.551617862,0,0,0
20:16.0,1167,51.40153321,0.690958435,0,0,0
20:17.0,1136,51.25456454,1.175807213,0,0,0
20:18.0,1135,59.98361934,1.557224227,0,0,0
20:19.0,1129,50.96267818,0.97265403,0,0,0
20:20.0,1127,52.08240415,0.967749869,0,0,0
20:21.0,1125,51.3526414,1.161331879,0,0,0
20:22.0,1123,53.1889073,1.282692165,0,0,0
20:23.0,1175,41.48583128,0.966734734,0,0,0
20:24.0,1178,51.78493031,1.112737569,0,0,0
20:25.0,1160,52.51941872,2.140309753,0,0,0
20:26.0,1124,50.51822109,0.786770147,0,0,0
20:27.0,1127,51.74104346,1.137373274,0,0,0
20:28.0,1127,51.35186082,0.779709694,0,0,0
20:29.0,1124,51.30326128,1.416456441,0,0,0
20:30.0,1121,50.96031644,1.446232511,0,0,0
20:31.0,1118,51.25456454,0.897478243,0,0,0
20:32.0,1167,45.86020271,0.964780119,0,0,0
20:33.0,1171,52.07584296,1.610507779,0,0,0
20:34.0,1164,50.134537,1.99803205,0,0,0
20:35.0,1170,52.96922569,2.327018426,0,0,0
20:36.0,1167,50.23396962,3.383413108,0,0,0
20:37.0,1166,53.95990169,1.432847947,0,0,0
20:38.0,1161,51.11020981,3.391267734,0,0,0
20:39.0,1140,50.3753833,3.156841936,0,0,0
20:40.0,1022,63.62426947,2.448857749,0,0,0
20:41.0,1012,51.83717684,0.933752399,0,0,0
20:42.1,985,75.64999325,1.255148931,0,0,0
20:43.0,741,100,1.011928174,0,0,0
20:44.0,478,100,0.742591897,0,0,0
20:45.0,366,100,1.06465097,0,1,0
20:46.0,372,100,0.834914875,0,1,0
20:47.0,128,94.51307131,1.646900204,0,1,0
20:48.0,1,59.44379562,1.343606672,0,1,0
20:49.0,113,64.15919847,1.51029695,0,1,0
20:50.0,106,60.53475815,1.714342822,0,1,0
20:51.0,120,95.6758054,2.127481727,0,1,0
20:52.0,71,86.07273201,3.407946327,0,1,0
20:53.0,10,57.3232737,4.37111191,0,1,0
20:54.0,13,45.52268391,1.429987245,0,1,0
20:55.0,15,39.94639036,1.59505032,0,1,0
20:56.0,20,48.42166084,4.301867159,0,1,0
20:57.0,97,14.37113893,3.101993747,0,1,0
20:58.0,110,24.230956,1.807110381,0,1,0
20:59.0,125,17.22102438,2.607434622,0,1,0
21:00.0,140,53.50134325,2.928735612,0,1,0
21:01.0,156,44.67779413,2.677626426,0,1,0
21:02.0,164,1.245538457,4.693163734,0,1,0
21:03.0,167,6.141712113,5.801406394,0,1,0
21:04.0,174,4.056598308,3.906239491,0,1,0
21:05.0,400,11.03344942,1.097299051,0,0,0
21:06.0,400,5.938451381,1.034460798,0,0,0
21:07.0,404,2.606137396,0.68991496,0,0,0
21:08.0,408,2.215766387,0.752261175,0,0,0
21:09.0,418,3.58691769,1.108086023,0,0,0
21:10.0,430,8.289210605,1.418539803,0,0,0
21:11.0,440,8.220713282,1.345486914,0,0,0
21:12.0,610,90.69669574,0.735739955,1,0,0
21:13.0,828,93.79162581,0.878270114,1,0,0
21:14.0,877,14.38867191,1.036856416,0,0,0
21:15.0,860,2.800726906,1.069068471,0,0,0
21:16.0,690,53.91692211,0.952194598,0,0,0
21:17.0,469,58.88939219,1.306127399,0,0,0
21:18.0,471,55.83830899,2.788838936,0,0,0
21:19.0,606,78.44229397,1.340213044,0,0,0
21:20.0,733,91.67761069,1.539921481,1,0,0
21:21.0,835,48.78091295,2.548036541,0,0,0
21:22.0,811,5.73599611,0.899236555,0,0,0
21:23.0,794,5.817202711,0.904446962,0,0,0
21:24.0,768,1.63780047,1.060938045,0,0,0
21:25.0,567,75.84297617,0.798575025,0,0,0
21:26.0,426,90.83844425,0.814362956,1,0,0
21:27.0,542,82.11532785,0.809685976,1,0,0
21:28.0,670,95.00047037,0.700209128,1,0,0
21:29.0,862,50.56243869,0.893640839,0,0,0
21:30.0,472,97.64134474,1.039670418,1,0,0
21:31.0,450,84.15411184,1.114582839,1,0,0
21:32.0,628,92.90259043,1.137889601,1,0,0
21:33.0,800,90.68854337,1.659861627,1,0,0
21:34.0,628,85.46719862,2.339813437,1,0,0
21:35.0,463,91.76961701,1.38321088,1,0,0
21:36.0,587,88.26589758,2.630829537,1,0,0
21:37.0,674,91.13719063,1.473675745,1,0,0
21:38.0,839,54.30730664,1.79008954,0,0,0
21:39.0,626,72.39540253,0.636808828,0,0,0
21:40.0,476,88.20675392,0.756073447,1,0,0
21:41.0,601,91.32576104,0.81555027,1,0,0
21:42.0,712,95.43011519,2.40894719,1,0,0
21:43.0,773,91.15546177,1.352670235,1,0,0
21:44.0,523,90.33148338,1.16282889,1,0,0
21:45.0,587,87.15689309,0.716908349,1,0,0
21:46.0,740,95.42564805,0.519417356,1,0,0
21:47.0,896,94.1622205,2.599012059,1,0,0
21:48.0,550,97.60759098,2.814337262,1,0,0
21:49.0,498,90.69669574,3.861322533,1,0,0
21:50.0,681,96.4655901,2.839930378,1,0,0
21:51.0,866,96.52507027,1.148149176,1,0,0
21:52.0,750,98.43545234,0.758143655,1,0,0
21:53.0,542,100,2.872107243,1,0,0
21:54.0,634,94.55141312,1.895155594,1,0,0
21:55.0,811,98.82658675,1.133172992,1,0,0
21:56.0,844,96.99450094,1.062075353,1,0,0
21:57.0,513,97.19738498,0.992568255,1,0,0
21:58.0,553,92.53847022,1.157566395,1,0,0
21:59.0,693,97.76311088,0.776406875,1,0,0
22:00.0,889,95.9589326,0.842000295,1,0,0
22:01.0,520,97.63179552,1.043729662,1,0,0
22:02.0,405,92.16153762,2.940324764,1,0,0
22:03.0,537,94.54051595,3.558245164,1,0,0
22:04.0,649,95.32511284,2.673279579,1,0,0
22:05.0,683,95.74021744,1.98690624,1,0,0
22:06.0,394,99.21059513,2.371544757,1,0,0
22:07.0,418,87.947297,1.413708381,1,0,0
22:08.0,547,94.51858027,1.276577727,1,0,0
22:09.0,732,97.29191763,3.791566695,1,0,0
22:10.0,503,96.1042657,2.345589622,1,0,0
22:11.0,339,91.76133694,1.106273349,1,0,0
22:12.0,455,89.55454653,6.75588268,1,0,0
22:13.0,567,96.10035996,2.004983828,1,0,0
22:14.0,627,95.26839025,3.304047486,1,0,0
22:15.0,306,98.05601693,1.774035585,1,0,0
22:16.0,347,92.96659512,1.064619697,1,0,0
22:17.0,483,96.88340856,1.092512543,1,0,0
22:18.0,714,95.70180257,1.475543633,1,0,0
22:19.0,418,95.73598306,1.669013725,1,0,0
22:20.0,312,100,2.494515557,1,0,0
22:21.0,437,93.42975514,1.699418276,1,0,0
22:22.0,557,96.50779201,0.901748842,1,0,0
22:23.0,635,93.30364943,1.335674251,1,0,0
22:24.0,321,100,1.611124662,1,0,0
22:25.0,382,94.13883261,0.939365637,1,0,0
22:26.0,511,97.26478254,1.555772462,1,0,0
22:27.0,693,98.83127571,1.529597864,1,0,0
22:28.0,542,99.22626785,0.806164331,1,0,0
22:29.0,427,95.27793941,0.806101164,1,0,0
22:30.0,573,96.49382714,0.374595279,1,0,0
22:31.0,692,96.89889858,1.84649078,1,0,0
22:32.0,693,96.06892133,2.153882637,1,0,0
22:33.0,417,98.8428358,1.495330345,1,0,0
22:34.0,509,85.18139186,1.062423013,1,0,0
22:35.0,657,98.43388151,1.300084351,1,0,0
22:36.0,856,95.72322927,0.835445926,1,0,0
22:37.0,475,98.81948233,1.594503692,1,0,0
22:38.0,483,94.58921303,1.94233955,1,0,0
22:39.0,622,99.22006799,0.945380418,1,0,0
22:40.0,739,97.23429886,1.042846639,1,0,0
22:41.0,869,96.49383713,1.379471499,1,0,0
22:42.0,619,92.67854835,1.17337459,1,0,0
22:43.0,409,97.65788186,7.89235541,1,0,0
22:44.0,403,91.74472674,2.822248135,1,0,0
22:45.0,522,97.67416896,3.143877761,1,0,0
22:46.0,672,100,1.592428027,1,0,0
22:47.0,664,96.08077383,1.901484473,1,0,0
22:48.0,341,98.83939185,1.482211153,1,1,0
22:49.0,271,94.1622205,1.859470833,1,1,0
22:50.0,432,98.42279675,1.644251765,1,0,0
22:51.0,506,96.89889858,2.361752765,1,0,0
22:52.0,526,95.68016008,1.980618784,1,0,0
22:53.0,240,98.8312857,2.097721992,1,1,0
22:54.0,289,93.38384525,0.717315997,1,1,0
22:55.0,438,99.22241076,2.736930425,1,0,0
22:56.0,625,96.07287005,2.466191501,1,0,0
22:57.0,371,97.27842769,3.765517089,1,1,0
22:58.0,251,94.20846034,3.776668935,1,1,0
22:59.0,342,82.70323169,4.401392952,1,1,0
23:00.0,504,97.27841772,2.893666557,1,0,0
23:01.0,692,84.71499584,2.873782298,1,0,0
23:02.0,366,90.71515468,7.469230087,1,1,0
23:03.0,232,93.31041669,22.34932644,1,1,0
23:04.0,343,94.16804082,3.317946446,1,1,0
23:05.0,477,97.67648856,3.891692415,1,0,0
23:06.0,480,97.24267977,0.921305786,1,0,0
23:07.0,197,98.05988555,0.653062487,1,1,0
23:08.0,233,87.05352805,2.275125181,1,1,0
23:09.0,415,96.53193772,2.532120788,1,0,0
23:10.0,564,95.38959405,1.574283447,1,0,0
23:11.0,351,94.88443688,1.324406607,1,1,0
23:12.0,237,95.27316965,2.01710282,1,1,0
23:13.0,363,95.75287026,1.642339016,1,1,0
23:14.0,475,98.02249998,2.11314807,1,0,0
23:15.0,588,94.13294378,0.907038518,1,0,0
23:16.0,298,98.83477788,1.056446152,1,1,0
23:17.0,351,92.67854835,1.839531729,1,1,0
23:18.0,533,96.83599591,1.821034962,1,0,0
23:19.0,717,95.71896104,2.060575296,1,0,0
23:20.0,364,98.43388151,1.523195233,1,1,0
23:21.0,295,94.15054495,0.789123855,1,1,0
23:22.0,416,92.72171015,1.566738482,1,0,0
23:23.0,507,98.48263228,2.240004821,1,0,0
23:24.0,569,97.1594724,1.398982985,1,0,0
23:25.0,281,98.42438988,0.965746664,1,1,0
23:26.0,311,88.12488103,0.856677396,1,1,0
23:27.0,452,98.42438988,0.946182583,1,0,0
23:28.0,650,99.61466304,1.048715674,1,0,0
23:29.0,436,99.21298486,1.058366361,1,0,0
23:30.0,296,98.4196008,0.696618362,1,1,0
23:31.0,429,94.70467114,0.967699009,1,0,0
23:32.0,549,95.78624652,0.836728148,1,0,0
23:33.0,610,95.89944265,0.885215639,1,0,0
23:34.0,320,98.84169009,1.009493175,1,1,0
23:35.0,382,93.33060658,1.123873256,1,1,0
23:36.0,512,98.06948018,3.98345319,1,0,0
23:37.0,692,90.90349586,1.329000473,1,0,0
23:38.0,431,93.8162378,1.478212145,1,0,0
23:39.0,326,94.11523636,1.825442991,1,1,0
23:40.0,454,99.21693574,3.086290703,1,0,0
23:41.0,567,97.31060391,2.309121189,1,0,0
23:42.0,681,93.74180937,1.47020109,1,0,0
23:43.0,391,97.26203909,0.815040625,1,1,0
23:44.0,441,81.16876441,0.848680163,1,0,0
23:45.0,597,96.51126339,1.147346944,1,0,0
23:46.0,826,91.41221013,0.782151001,1,0,0
23:47.0,490,99.61120538,0.747837942,1,0,0
23:48.0,404,94.95067426,0.800469388,1,0,0
23:49.0,563,97.64845626,1.36418849,1,0,0
23:50.0,704,94.89987621,1.068903294,1,0,0
23:51.0,650,79.70159941,0.500549055,1,0,0
23:52.0,358,97.66721234,0.747788317,1,0,0
23:53.0,405,82.50413244,0.950181438,1,0,0
23:54.0,563,97.66489419,0.955018097,1,0,0
23:55.0,794,92.20072993,1.839016463,1,0,0
23:56.0,424,98.43858457,1.516247486,1,0,0
23:57.0,314,89.90133855,0.799593604,1,1,0
23:58.0,442,94.47979368,1.028432704,1,0,0
23:59.0,552,97.67416896,1.376989517,1,0,0
24:00.0,611,94.55141312,1.16088469,1,0,0
24:01.0,274,98.42915004,2.888454327,1,1,0
24:02.0,292,86.76770048,3.662921918,1,1,0
24:03.0,437,96.48681778,4.489611048,1,0,0
24:04.0,612,96.47623591,2.508026221,1,0,0
24:05.0,392,98.06756688,1.222350784,1,1,0
24:06.0,192,98.03841547,2.213680865,1,1,0
24:07.0,270,91.07545962,1.692619315,1,1,0
24:08.0,395,98.82659678,1.604444549,1,1,0
24:09.0,583,95.2921911,1.117781928,1,0,0
24:10.0,338,96.11202389,1.23387369,1,1,0
24:11.0,169,100,1.566118893,1,1,0
24:12.0,258,80.67574808,0.82444654,1,1,0
24:13.0,439,94.12705316,1.065005749,1,0,0
24:14.0,467,92.13783259,0.667446606,1,0,0
24:15.0,161,96.50431371,0.668170613,1,1,0
24:16.0,193,88.76966325,0.965002661,1,1,0
24:17.0,379,93.38385523,0.654911625,1,1,0
24:18.0,530,93.691187,1.002195658,1,0,0
24:19.0,346,93.41016197,1.04752951,1,1,0
24:20.0,223,96.10814368,1.543845799,1,1,0
24:21.0,370,94.93047695,2.101525246,1,1,0
24:22.0,492,94.94564003,0.872260664,1,0,0
24:23.0,506,88.55370536,1.113092871,1,0,0
24:24.0,250,92.21629733,1.130638365,1,1,0
24:25.0,317,86.7013399,0.532799312,1,1,0
24:26.0,469,97.65788186,0.500441235,1,0,0
24:27.0,624,94.61588358,1.017161812,1,0,0
24:28.0,275,97.23149389,0.443732018,1,1,0
24:29.0,210,92.20072993,0.861314464,1,1,0
24:30.0,390,98.44944929,1.277444489,1,1,0
24:31.0,543,99.60768511,1.032611846,1,0,0
24:32.0,547,97.65788186,1.744902773,1,0,0
24:33.0,291,97.66488421,4.483472685,1,1,0
24:34.0,378,80.36708669,6.920800473,1,1,0
24:35.0,543,95.27793941,1.690956902,1,0,0
24:36.0,685,88.28938928,2.592340626,1,0,0
24:37.0,308,96.87090468,3.921234574,1,1,0
24:38.0,292,87.65694153,1.831384526,1,1,0
24:39.0,423,99.21693574,2.868724905,1,0,0
24:40.0,535,96.0847088,2.181655779,1,0,0
24:41.0,639,99.22006799,1.191444416,1,0,0
24:42.0,802,99.60807939,1.779425944,1,0,0
24:43.0,455,99.61042857,0.936517001,1,0,0
24:44.0,350,91.08433093,1.048495481,1,1,0
24:45.0,491,94.13882259,1.315047554,1,0,0
24:46.0,593,98.45098906,0.917432595,1,0,0
24:47.0,657,95.32043796,2.44441272,1,0,0
24:48.0,333,98.82659678,2.744590722,1,1,0
24:49.0,371,87.54607573,2.385664341,1,1,0
24:50.0,521,97.27025297,3.888852082,1,0,0
24:51.0,735,95.28269955,4.02514707,1,0,0
24:52.0,501,86.48641076,2.552833339,1,0,0
24:53.0,339,98.03048988,1.901888703,1,1,0
24:54.0,456,87.58325163,1.055274457,1,1,0
24:55.0,577,96.50431371,2.376038251,1,0,0
24:56.0,644,96.46558003,1.812618236,1,0,0
24:57.0,326,99.22163472,1.726090907,1,1,0
24:58.0,351,78.3790371,1.676468341,1,1,0
24:59.0,497,96.9081189,1.532086167,1,0,0
25:00.0,703,95.71468428,1.572676599,1,0,0
25:01.0,582,73.14622829,2.287329192,1,0,0
25:02.0,341,97.64373009,4.363880878,1,1,0
25:03.0,406,79.86285781,4.92043594,1,0,0
25:04.0,577,95.26360117,3.164796907,1,0,0
25:05.0,691,88.82514911,1.799771798,1,0,0
25:06.0,343,97.24268987,3.16262321,1,1,0
25:07.0,305,85.31355982,2.397390192,1,1,0
25:08.0,485,96.45487976,2.741238566,1,0,0
25:09.0,627,96.1504047,2.279953837,1,0,0
25:10.0,539,90.17229325,1.973668084,1,0,0
25:11.0,315,98.83823931,6.194539878,1,1,0
25:12.0,402,88.2186303,21.12808364,1,0,0
25:13.0,590,97.66953584,6.00900385,1,0,0
25:14.0,765,91.83526313,9.351813499,1,0,0
25:15.0,387,99.60649747,6.099047878,1,1,0
25:16.0,365,87.19523073,8.547619797,1,1,0
25:17.0,500,96.47976025,3.092253578,1,0,0
25:18.0,690,96.47623591,1.705122261,1,0,0
25:19.0,553,97.27570157,1.914184922,1,0,0
25:20.0,363,99.6139,3.743032971,1,1,0
25:21.0,437,83.60514299,2.591413945,1,0,0
25:22.0,618,98.82422813,1.817702586,1,0,0
25:23.0,763,96.49383713,1.364823791,1,0,0
25:24.0,414,99.61080738,1.627638429,1,0,0
25:25.0,351,92.15365184,1.263488853,1,1,0
25:26.0,470,92.98066193,0.906231117,1,0,0
25:27.0,590,95.35757734,0.585154918,1,0,0
25:28.0,631,91.72804942,1.092938164,1,0,0
25:29.0,339,98.04822321,1.300211471,1,1,0
25:30.0,396,85.93318023,2.939259444,1,1,0
25:31.0,576,94.57846668,2.057980644,1,0,0
25:32.0,769,92.23180272,1.338339884,1,0,0
25:33.0,456,100,2.531181218,1,0,0
25:34.0,355,89.80999387,2.104330521,1,1,0
25:35.0,502,94.92540235,2.783928811,1,0,0
25:36.0,592,96.50431371,0.994066787,1,0,0
25:37.0,643,93.37724569,0.561946339,1,0,0
25:38.0,389,99.21614874,1.079651913,1,0,0
25:39.0,455,92.24724645,5.720358668,1,0,0
25:40.0,636,96.89889858,3.651299675,1,0,0
25:41.0,778,89.2888941,0.349824087,1,0,0
25:42.0,411,98.0618141,2.22994578,1,0,0
25:43.0,346,83.67052627,1.887247653,1,1,0
25:44.0,506,94.6580293,0.908948424,1,0,0
25:45.0,681,97.28922838,1.176702785,1,0,0
25:46.0,544,95.63622478,1.227730476,1,0,0
25:47.0,370,97.25377563,1.587738264,1,1,0
25:48.0,478,89.40742747,4.121124928,1,0,0
25:49.0,643,97.67648856,2.810366448,1,0,0
25:50.0,583,98.03246719,1.166840952,1,0,0
25:51.0,289,100,3.29124428,1,1,0
25:52.0,309,92.62756311,1.413821438,1,1,0
25:53.0,435,98.46168243,2.718568645,1,0,0
25:54.0,628,91.62654287,0.962377722,1,0,0
25:55.0,272,98.45711769,1.541224769,1,1,0
25:56.0,98,97.27026297,1.082360461,1,1,0
25:57.0,326,84.77619705,0.725362392,1,1,0
25:58.0,516,92.94537883,1.004700398,1,0,0
25:59.0,510,92.16153762,0.492798901,1,0,0
26:00.0,233,98.45864228,0.979558571,1,1,0
26:01.0,245,61.35497561,3.155934022,0,1,0
26:02.0,421,90.92189971,7.524467012,1,0,0
26:03.0,652,89.5752306,6.255935002,1,0,0
26:04.0,359,92.57584262,3.557854004,1,1,0
26:05.0,222,92.17726171,1.892469594,1,1,0
26:06.0,400,88.75850983,1.8380429,1,0,0
26:07.0,529,94.55684541,0.89786965,1,0,0
26:08.0,578,94.59456035,0.433043387,1,0,0
26:09.0,331,98.00223871,1.04905466,1,1,0
26:10.0,410,82.67684584,1.369643036,1,0,0
26:11.0,559,94.51858027,2.32616242,1,0,0
26:12.0,680,91.93973319,1.63015862,1,0,0
26:13.0,322,96.44410432,0.950648318,1,1,0
26:14.0,338,85.51339645,0.947109036,1,0,0
26:15.0,519,94.56767756,0.670485508,1,0,0
26:16.0,769,92.78548289,0.843358189,1,0,0
26:17.0,793,12.44062704,1.549246641,0,0,0
26:18.0,793,0.277992101,1.08832262,0,0,0
26:19.0,783,2.703711665,1.088652765,0,0,0
26:20.0,784,2.703721644,0.998005485,0,0,0
26:21.0,782,2.119158084,1.422850235,0,0,0
26:22.0,780,3.097597685,5.450161898,0,0,0
26:23.0,779,3.189521526,1.032022383,0,0,0
26:24.0,778,2.215776416,18.94709369,0,0,0
28:35.0,2434,1.339236076,3.632739064,0,0,0
28:36.0,2435,14.35012369,3.607893809,0,0,0
28:37.0,2431,37.51326153,3.049548619,0,0,0
28:38.0,2427,26.24432728,1.58366783,0,0,0
28:39.0,2427,16.01982374,1.70183536,0,0,0
28:40.0,2427,15.90557093,1.677049982,0,0,0
28:41.0,2425,27.51175181,1.393987395,0,0,0
28:42.0,2425,31.34445107,1.068912324,0,0,0
28:43.0,2423,19.45143122,1.262642294,0,0,0
28:44.0,2422,33.50672957,1.177398685,0,0,0
28:45.0,2418,32.80508603,1.02713782,0,0,0
28:46.0,2420,25.40172096,1.697152717,0,0,0
28:47.0,2416,30.86304915,1.641844408,0,0,0
28:48.0,2410,27.58373616,1.741721711,0,0,0
28:49.0,2406,25.1270073,2.385764447,0,0,0
28:50.0,2414,19.27755224,3.77029206,0,0,0
28:51.0,2412,19.95693252,4.100159677,0,0,0
28:52.0,2413,28.17489022,1.350882362,0,0,0
58:42.0,1307.996094,6.511533337,235.7740996,0,0,0
58:44.0,1292.296875,15.22532904,325.1298382,0,0,0
58:46.0,1288.46875,5.09651088,554.0271426,0,0,0
58:48.0,1285.0625,5.128283192,219.5256675,0,0,0
58:50.0,1289.039063,14.57942426,3.548421863,0,0,0
58:52.0,1301.238281,11.47828217,1.419905757,0,0,0
58:54.0,1214.425781,21.92961979,241.1559129,0,0,0
58:56.0,1263.792969,15.76316689,339.6669498,0,0,0
58:58.0,1184.074219,41.33121445,868.5477824,0,0,0
59:00.0,1164.722656,21.06951129,839.6799152,0,0,0
59:02.0,1146.121094,16.33865686,1099.979267,0,0,0
59:04.0,1089.242188,38.6006641,2924.332244,0,0,0
59:06.0,1043.113281,19.35819405,3501.332962,0,0,0
59:08.0,1050.5625,18.83112845,2306.473724,0,0,0
59:10.0,1011.945313,19.82240996,1981.275696,0,0,0
59:12.0,1011.574219,21.9292285,2508.608272,0,0,0
59:14.0,966.8007813,16.32519383,2270.911522,0,0,0
59:16.0,879.8671875,73.24737231,2255.66851,0,0,0
59:18.0,832.4101563,82.54763285,2055.254026,1,0,0
59:20.0,814.3320313,80.31668098,1681.724993,1,0,0
59:22.0,821.1484375,87.11187469,2025.645034,1,0,0
59:24.0,786.375,61.64612695,1638.146972,0,0,0
59:26.0,768.6601563,78.3461974,1526.592856,0,0,0
59:28.0,704.4882813,38.56068984,1408.025387,0,0,0
59:30.0,657.4296875,48.16077613,1333.940232,0,0,0
59:32.0,720.5390625,86.38531159,754.4151875,1,0,0
59:34.0,728.3945313,22.82581337,1174.314071,0,0,0
59:36.0,738.2226563,15.68356678,1530.721528,0,0,0
59:38.0,649.0429688,68.96687208,2324.810834,0,0,0
59:40.0,686.3398438,81.02985589,2036.461494,1,0,0
59:42.0,697.0273438,25.8506454,2111.294361,0,0,0
59:44.0,642.4179688,73.28750125,999.8213818,0,0,0
59:46.0,672.5703125,19.62733191,776.9343034,0,0,0
59:48.0,721.9023438,19.57492883,761.5279158,0,0,0
59:50.0,709.7382813,52.92541784,926.9280681,0,0,0
59:52.0,683.0703125,19.69029683,1420.619853,0,0,0
59:54.0,647.6875,15.76788321,1944.229104,0,0,0
59:56.0,669.2617188,56.51906809,2002.454871,0,0,0
59:58.0,655.1679688,47.51239233,2387.705529,0,0,0
00:00.0,553.9882813,83.5172077,1829.404518,0,0,0
00:02.0,590.2695313,99.80393615,1450.471612,1,0,0
00:04.0,609.2851563,100,1816.04839,1,0,0
00:06.0,552.7421875,98.05018498,1901.91455,1,0,0
00:08.0,557.6835938,67.04808519,1247.744509,0,0,0
00:10.0,556.8671875,53.17328755,1036.258773,0,0,0
00:12.0,572.3203125,47.69258309,1012.779984,0,0,0
00:14.0,559.546875,33.08780678,2025.989752,0,0,0
00:16.0,532.25,57.84178339,985.5188413,0,0,0
00:18.0,498.2929688,31.27452607,2855.273925,0,0,0
00:20.0,458.390625,50.02980606,1936.861754,0,0,0
00:22.0,391.7148438,40.89097343,3084.586529,0,1,0
00:24.0,378.7773438,64.7259412,2562.719805,0,1,0
00:26.0,394.8359375,95.70825309,2039.472331,1,1,0
00:28.0,377.8554688,85.35439896,1244.812247,1,1,0
00:30.0,383.8632813,69.30033454,1041.896768,0,1,0
00:32.0,372.7578125,52.03138053,1882.364515,0,1,0
00:34.0,374.2539063,71.85225838,2061.574584,0,1,0
00:36.0,372.171875,27.22238255,1775.919451,0,1,0
00:38.0,408.40625,57.60416443,1679.784135,0,0,0
00:40.0,419.6835938,40.5602868,1908.695581,0,0,0
00:42.0,401.9570313,60.61172777,1754.01308,0,0,0
00:44.0,393.0625,81.32843075,1330.605172,1,1,0
00:46.0,396.8085938,30.4053144,1608.430081,0,1,0
00:48.0,364.0390625,24.40284672,1824.986644,0,1,0
00:50.0,357.4804688,68.58573715,1942.388834,0,1,0
00:52.0,379.9648438,33.93099287,2539.140037,0,1,0
00:54.0,372.0195313,97.07380938,1672.297904,1,1,0
00:56.0,359.8085938,38.22167508,1461.317419,0,1,0
00:58.0,306.2539063,27.29494249,1135.74286,0,1,0
01:00.0,257.3515625,42.78451975,1122.257577,0,1,0
01:02.0,234.6914063,51.84185899,2466.871422,0,1,0
01:04.0,166.765625,77.66643156,1931.547387,0,1,0
01:06.0,190.90625,81.98059149,2124.734942,1,1,0
01:08.0,186.4257813,80.25011302,3198.383355,1,1,0
01:10.0,201.5117188,78.40081047,2813.386713,0,1,0
01:12.0,151.3242188,38.63124146,2556.006747,0,1,0
01:14.0,138.03125,49.15220113,2295.694341,0,1,0
01:16.0,175.7617188,97.46903492,1786.154656,1,1,0
01:18.0,187.2617188,25.1270073,1999.640273,0,1,0
01:20.0,184.0898438,71.57529879,1954.53908,0,1,0
01:22.0,182.1835938,39.55565943,2032.137368,0,1,0
